listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,sale_price_num,price_per_sqft,is_sold
10184,1,2024-01-01,Apartment,23,1201.5,"$322,459.21",Sold,C0760,322459.21,268.380532667499,True
10186,1,2024-01-01,Office,23,1201.5,"$399,122.68",Available,,399122.68,332.1869995838535,False
10199,1,2024-01-01,Apartment,24,1146.11,"$328,475.64",Sold,C0661,328475.64,286.60044847353225,True
10208,1,2024-01-01,Office,24,1146.11,"$347,062.19",Sold,C1813,347062.19,302.8175218783538,True
10220,1,2024-01-01,Apartment,25,1154.92,"$372,242.47",Sold,C0431,372242.47,322.31017732829974,True
10222,1,2024-01-01,Apartment,25,1154.92,"$384,462.57",Sold,C0054,384462.57,332.89108336508156,True
10264,1,2024-01-01,Apartment,29,757.2,"$237,620.45",Sold,C1363,237620.45,313.81464606444797,True
10284,1,2024-01-01,Apartment,30,753.29,"$261,991.10",Available,,261991.1,347.7958024134132,False
10297,1,2024-01-01,Apartment,31,619.78,"$231,461.08",Sold,C1547,231461.08,373.45683952370194,True
10333,1,2024-01-01,Apartment,35,1168.59,"$339,117.71",Sold,C0442,339117.71,290.1939174560796,True
10335,1,2024-01-01,Apartment,36,613.59,"$165,522.54",Available,,165522.54,269.7608174839877,False
20016,2,2024-01-01,Apartment,2,788.72,"$251,478.61",Sold,C1969,251478.61,318.84396236940864,True
20040,2,2024-01-01,Apartment,4,1281.85,"$392,174.20",Available,,392174.2,305.9439091937434,False
20061,2,2024-01-01,Apartment,8,715.54,"$188,979.30",Sold,C0429,188979.3,264.1072476730861,True
20064,2,2024-01-01,Apartment,8,715.54,"$212,960.69",Sold,C1841,212960.69,297.62234116890744,True
20067,2,2024-01-01,Apartment,8,715.54,"$184,000.39",Sold,C0116,184000.39,257.14899236939937,True
20076,2,2024-01-01,Apartment,9,584.19,"$194,033.05",Sold,C1634,194033.05,332.1403139389582,True
20079,2,2024-01-01,Apartment,9,584.19,"$184,956.85",Sold,C1632,184956.85,316.6039302281792,True
20086,2,2024-01-01,Office,10,788.79,"$274,454.31",Available,,274454.31,347.94344502339027,False
20087,2,2024-01-01,Office,10,788.79,"$227,511.01",Sold,C1189,227511.01,288.43039338734013,True
20100,2,2024-01-01,Apartment,11,1625.05,"$523,288.27",Sold,C0962,523288.27,322.01364265714903,True
20102,2,2024-01-01,Apartment,11,1625.05,"$507,842.87",Sold,C0040,507842.87,312.5090735669672,True
20143,2,2024-01-01,Apartment,17,1397.4,"$418,864.27",Sold,C0102,418864.27,299.7454343781308,True
20174,2,2024-01-01,Apartment,20,727.55,"$223,964.08",Sold,C1168,223964.08,307.83324857398117,True
20225,2,2024-01-01,Apartment,25,943.48,"$313,123.78",Sold,C1924,313123.78,331.8817357018697,True
20231,2,2024-01-01,Apartment,26,1577.79,"$465,488.76",Sold,C1908,465488.76,295.0258019128021,True
20232,2,2024-01-01,Apartment,26,1577.79,"$483,760.31",Sold,C0502,483760.31,306.60627206408964,True
20234,2,2024-01-01,Apartment,26,1577.79,"$496,217.67",Sold,C1860,496217.67,314.50172076131804,True
20250,2,2024-01-01,Apartment,28,650.67,"$201,554.99",Sold,C0533,201554.99,309.7653034564372,True
20256,2,2024-01-01,Apartment,29,1107.33,"$362,974.97",Sold,C0791,362974.97,327.7929524170753,True
20282,2,2024-01-01,Apartment,33,931.4,"$340,373.72",Sold,C0738,340373.72,365.44311788705176,True
20286,2,2024-01-01,Apartment,33,931.4,"$344,306.60",Sold,C0173,344306.6,369.6656645909384,True
20367,2,2024-01-01,Apartment,43,1118.94,"$337,252.59",Available,,337252.59,301.40364094589523,False
20368,2,2024-01-01,Apartment,43,1118.94,"$311,723.42",Sold,C1310,311723.42,278.5881459238207,True
20384,2,2024-01-01,Apartment,46,697.74,"$191,398.42",Sold,C1996,191398.42,274.31195001003243,True
20392,2,2024-01-01,Apartment,46,697.74,"$221,686.72",Available,,221686.72,317.72109954997563,False
20421,2,2024-01-01,Apartment,47,708.32,"$199,377.29",Sold,C1839,199377.29,281.4791196069573,True
20428,2,2024-01-01,Apartment,49,1617.9,"$485,657.59",Sold,C0427,485657.59,300.1777551146548,True
20433,2,2024-01-01,Office,50,1604.8,"$535,383.27",Available,,535383.27,333.6137026420738,False
20484,2,2024-01-01,Apartment,56,722.22,"$197,039.82",Sold,C0046,197039.82,272.8252056160173,True
30016,3,2024-01-01,Apartment,1,689.75,"$231,937.37",Sold,C0374,231937.37,336.26295034432763,True
30057,3,2024-01-01,Apartment,6,668.89,"$203,633.01",Sold,C0570,203633.01,304.43422685344376,True
30066,3,2024-01-01,Apartment,7,744.01,"$163,682.20",Available,,163682.2,220.00000000000003,False
30088,3,2024-01-01,Apartment,9,1125.84,"$314,372.82",Sold,C1977,314372.82,279.23401193775317,True
30091,3,2024-01-01,Apartment,9,1125.84,"$361,782.84",Sold,C0182,361782.84,321.3448092091239,True
30119,3,2024-01-01,Apartment,10,784.09,"$245,282.25",Sold,C1570,245282.25,312.8241018250456,True
30190,3,2024-01-01,Apartment,20,802.97,"$227,392.48",Sold,C0532,227392.48,283.1892598727225,True
30203,3,2024-01-01,Apartment,21,1122.15,"$375,891.04",Sold,C1932,375891.04,334.97396961190566,True
30214,3,2024-01-01,Apartment,24,776.04,"$237,580.39",Sold,C0866,237580.39,306.14451574661103,True
30223,3,2024-01-01,Apartment,25,765.56,"$208,271.84",Sold,C1802,208271.84,272.0516223418152,True
30238,3,2024-01-01,Apartment,27,1117.14,"$331,813.63",Sold,C0006,331813.63,297.02063304509727,True
30257,3,2024-01-01,Apartment,28,679.93,"$199,964.39",Available,,199964.39,294.0955539540835,False
30298,3,2024-01-01,Apartment,36,733.45,"$255,632.56",Available,,255632.56,348.53440588997205,False
30344,3,2024-01-01,Office,42,1343.96,"$384,762.61",Sold,C1567,384762.61,286.2902244114408,True
30382,3,2024-01-01,Apartment,47,691.09,"$194,477.80",Sold,C0529,194477.8,281.4073420249171,True
30388,3,2024-01-01,Apartment,47,691.09,"$223,528.63",Sold,C1639,223528.63,323.4435891128507,True
30415,3,2024-01-01,Apartment,49,1174.48,"$337,065.29",Sold,C0778,337065.29,286.99108541652475,True
30427,3,2024-01-01,Apartment,49,1174.48,"$376,083.68",Sold,C1001,376083.68,320.21292827464066,True
30439,3,2024-01-01,Apartment,51,693.85,"$221,020.03",Sold,C1698,221020.03,318.54151473661454,True
30471,3,2024-01-01,Apartment,56,1179.42,"$375,142.73",Sold,C1312,375142.73,318.0739092096115,True
30474,3,2024-01-01,Apartment,56,1179.42,"$353,361.50",Sold,C0437,353361.5,299.60616235098604,True
30488,3,2024-01-01,Office,57,1607.94,"$532,909.35",Sold,C1012,532909.35,331.4236538676816,True
30505,3,2024-01-01,Apartment,58,1588.14,"$442,306.09",Sold,C1652,442306.09,278.50572997342806,True
30506,3,2024-01-01,Apartment,58,1588.14,"$495,478.74",Sold,C1788,495478.74,311.9868147644414,True
30508,3,2024-01-01,Apartment,59,1353.02,"$353,529.48",Sold,C1379,353529.48,261.2891753263071,True
30511,3,2024-01-01,Apartment,59,1353.02,"$443,089.55",Sold,C1262,443089.55,327.4818923593147,True
40008,4,2024-01-01,Apartment,1,1615.98,"$470,821.82",Sold,C1267,470821.82,291.35374200175744,True
40030,4,2024-01-01,Apartment,3,1630.82,"$495,465.48",Sold,C0699,495465.48,303.81371334665994,True
40052,4,2024-01-01,Apartment,5,786.98,"$242,144.72",Sold,C0391,242144.72,307.68853083941144,True
40092,4,2024-01-01,Office,12,789.38,"$253,171.59",Sold,C1972,253171.59,320.7220730193316,True
40102,4,2024-01-01,Apartment,13,809.06,"$241,164.92",Sold,C0979,241164.92,298.0803895879169,True
40126,4,2024-01-01,Apartment,15,760.39,"$202,489.60",Sold,C1314,202489.6,266.2970317863202,True
40142,4,2024-01-01,Apartment,17,780.68,"$242,054.22",Available,,242054.22,310.05561817902344,False
40154,4,2024-01-01,Apartment,18,1294.91,"$330,997.32",Sold,C0195,330997.32,255.61415079040242,True
40173,4,2024-01-01,Office,21,801.66,"$256,392.52",Sold,C0912,256392.52,319.82700895641545,True
40186,4,2024-01-01,Apartment,23,1110.99,"$363,974.20",Sold,C1488,363974.2,327.612489761384,True
40255,4,2024-01-01,Apartment,30,1307.35,"$399,943.02",Sold,C1304,399943.02,305.91885876008723,True
40286,4,2024-01-01,Apartment,33,734.73,"$207,033.36",Sold,C1064,207033.36,281.78155240700664,True
40347,4,2024-01-01,Apartment,41,779.87,"$198,773.78",Available,,198773.78,254.88065959711233,False
40376,4,2024-01-01,Apartment,45,1160.48,"$373,889.70",Sold,C0490,373889.7,322.18538880463257,True
40408,4,2024-01-01,Office,46,800.23,"$248,776.66",Sold,C1127,248776.66,310.88144658410704,True
40410,4,2024-01-01,Apartment,47,805.88,"$216,571.38",Sold,C0036,216571.38,268.7389933985209,True
40437,4,2024-01-01,Apartment,51,802.11,"$217,380.34",Sold,C0552,217380.34,271.0106344516338,True
40439,4,2024-01-01,Office,51,802.11,"$232,641.21",Available,,232641.21,290.0365411227886,False
50017,5,2024-01-01,Apartment,4,799.1,"$259,367.12",Sold,C1746,259367.12,324.5740458015267,True
50023,5,2024-01-01,Apartment,4,799.1,"$266,288.33",Sold,C0454,266288.33,333.23530221499186,True
50028,5,2024-01-01,Apartment,6,775.85,"$208,908.94",Available,,208908.94,269.2646001160018,False
50064,5,2024-01-01,Apartment,9,793.56,"$227,070.24",Available,,227070.24,286.14123695750794,False
50076,5,2024-01-01,Apartment,10,629.27,"$194,958.35",Sold,C1749,194958.35,309.81669235781146,True
50114,5,2024-01-01,Apartment,14,624.96,"$211,361.79",Sold,C1677,211361.79,338.2005088325653,True
50154,5,2024-01-01,Apartment,20,804.84,"$231,233.66",Available,,231233.66,287.3038864867551,False
50173,5,2024-01-01,Apartment,23,1006.65,"$269,137.96",Sold,C0642,269137.96,267.36001589430293,True
50203,5,2024-01-01,Apartment,27,1278.6,"$366,303.84",Sold,C1862,366303.84,286.4882214922572,True
50204,5,2024-01-01,Apartment,27,1278.6,"$396,653.03",Sold,C0250,396653.03,310.2244877209448,True
50219,5,2024-01-01,Apartment,29,786.28,"$246,088.40",Available,,246088.4,312.9780739685608,False
50247,5,2024-01-01,Apartment,32,1051.39,"$340,611.95",Sold,C1967,340611.95,323.9634674098098,True
50249,5,2024-01-01,Apartment,33,1787.13,"$503,642.95",Sold,C1588,503642.95,281.816627777498,True
50250,5,2024-01-01,Apartment,33,1787.13,"$499,753.60",Sold,C0227,499753.6,279.64031715655824,True
50272,5,2024-01-01,Apartment,36,627.56,"$184,648.29",Available,,184648.29,294.2320893619734,False
50293,5,2024-01-01,Apartment,39,591.14,"$165,812.56",Available,,165812.56,280.49626146090606,False
50314,5,2024-01-01,Apartment,41,630.83,"$168,855.20",Sold,C0999,168855.2,267.6714804305439,True
50330,5,2024-01-01,Apartment,42,791.2,"$212,618.56",Sold,C0290,212618.56,268.7292214357937,True
50357,5,2024-01-01,Apartment,44,806.03,"$237,203.75",Available,,237203.75,294.28650298375993,False
50358,5,2024-01-01,Apartment,44,806.03,"$261,814.63",Sold,C0919,261814.63,324.8199570735581,True
50370,5,2024-01-01,Apartment,45,608.89,"$192,992.54",Sold,C0780,192992.54,316.9579727044294,True
60019,6,2024-01-01,Office,1,1720.95,"$580,829.46",Available,,580829.46,337.5051337923821,False
60028,6,2024-01-01,Apartment,3,605.21,"$185,007.22",Sold,C1928,185007.22,305.69095024867397,True
60039,6,2024-01-01,Apartment,4,1925.28,"$514,067.14",Sold,C1274,514067.14,267.00902725837284,True
60054,6,2024-01-01,Apartment,5,1617.43,"$447,068.49",Sold,C0613,447068.49,276.4067007536647,True
60058,6,2024-01-01,Apartment,5,1617.43,"$466,754.91",Available,,466754.91,288.57812084603347,False
60080,6,2024-01-01,Apartment,7,1075.42,"$342,584.50",Available,,342584.5,318.55879563333394,False
60088,6,2024-01-01,Apartment,7,1075.42,"$315,829.36",Sold,C1975,315829.36,293.6800133901173,True
60131,6,2024-01-01,Apartment,10,942.08,"$255,614.83",Sold,C1695,255614.83,271.3302798063858,True
60141,6,2024-01-01,Apartment,12,1678.17,"$455,861.82",Sold,C1710,455861.82,271.64221741539893,True
60164,6,2024-01-01,Apartment,14,1890.0,"$494,576.31",Sold,C1470,494576.31,261.6805873015873,True
60174,6,2024-01-01,Apartment,15,1392.45,"$407,106.37",Sold,C0715,407106.37,292.36695752091634,True
60204,6,2024-01-01,Apartment,19,1542.71,"$451,237.67",Sold,C0159,451237.67,292.49675570910927,True
60243,6,2024-01-01,Apartment,24,1159.75,"$343,592.86",Sold,C1452,343592.86,296.2645915067902,True
60288,6,2024-01-01,Apartment,32,793.11,"$276,441.24",Sold,C1381,276441.24,348.5534667322313,True
60416,6,2024-01-01,Apartment,50,1579.99,"$530,260.93",Available,,530260.93,335.61030766017507,False
60469,6,2024-01-01,Apartment,55,562.37,"$166,043.13",Available,,166043.13,295.2560236143464,False
70003,7,2024-01-01,Apartment,1,759.04,"$227,804.43",Sold,C1572,227804.43,300.1217722386172,True
70062,7,2024-01-01,Apartment,10,1495.37,"$432,295.29",Sold,C1616,432295.29,289.08918194159304,True
70079,7,2024-01-01,Apartment,12,804.65,"$250,417.22",Available,,250417.22,311.2126017523147,False
70104,7,2024-01-01,Apartment,14,714.65,"$214,564.09",Sold,C0282,214564.09,300.23660533128105,True
70138,7,2024-01-01,Apartment,16,1239.87,"$421,526.61",Sold,C0501,421526.61,339.97645720922355,True
70157,7,2024-01-01,Apartment,19,751.07,"$223,691.45",Sold,C0200,223691.45,297.83036201685593,True
70217,7,2024-01-01,Apartment,24,852.99,"$260,906.28",Sold,C1459,260906.28,305.8726128090599,True
70229,7,2024-01-01,Apartment,25,573.8,"$163,464.75",Sold,C0294,163464.75,284.881056117114,True
70231,7,2024-01-01,Apartment,25,573.8,"$159,778.30",Available,,159778.3,278.45643081212967,False
70241,7,2024-01-01,Apartment,27,768.05,"$238,610.14",Available,,238610.14,310.6700605429334,False
70249,7,2024-01-01,Office,28,694.55,"$222,809.93",Sold,C0950,222809.93,320.7975379742279,True
70277,7,2024-01-01,Apartment,32,1910.67,"$625,903.82",Sold,C1122,625903.82,327.58342361579963,True
70361,7,2024-01-01,Apartment,42,702.08,"$190,215.58",Sold,C0179,190215.58,270.9314892889699,True
70364,7,2024-01-01,Apartment,42,702.08,"$230,011.45",Available,,230011.45,327.61430321330903,False
70498,7,2024-01-01,Apartment,58,1629.83,"$450,994.89",Sold,C0962,450994.89,276.7128412165686,True
80028,8,2024-01-01,Apartment,4,1934.75,"$592,274.66",Sold,C0580,592274.66,306.12464659516735,True
80047,8,2024-01-01,Apartment,5,887.23,"$252,418.74",Sold,C1761,252418.74,284.50203442173955,True
80059,8,2024-01-01,Apartment,6,1370.17,"$382,048.18",Sold,C1168,382048.18,278.83268499529254,True
80089,8,2024-01-01,Apartment,9,1869.81,"$589,033.68",Sold,C0974,589033.68,315.02328044025865,True
80099,8,2024-01-01,Apartment,12,1430.46,"$365,031.27",Available,,365031.27,255.18453504467095,False
80111,8,2024-01-01,Apartment,14,685.93,"$227,037.75",Sold,C1891,227037.75,330.99259399647195,True
80124,8,2024-01-01,Apartment,14,685.93,"$182,975.25",Sold,C1764,182975.25,266.75498957619584,True
80147,8,2024-01-01,Office,18,1328.53,"$413,926.08",Sold,C1973,413926.08,311.56698004561434,True
80156,8,2024-01-01,Office,20,774.16,"$195,608.73",Sold,C1925,195608.73,252.67222537976647,True
80173,8,2024-01-01,Apartment,23,1114.67,"$355,617.53",Available,,355617.53,319.03391138184395,False
80179,8,2024-01-01,Apartment,25,1833.58,"$521,184.68",Sold,C0173,521184.68,284.24430894752345,True
80188,8,2024-01-01,Apartment,26,1625.38,"$453,762.41",Sold,C0813,453762.41,279.1731225928706,True
80271,8,2024-01-01,Apartment,33,1809.87,"$495,423.92",Available,,495423.92,273.7345334195274,False
80282,8,2024-01-01,Apartment,33,1809.87,"$499,781.62",Sold,C1515,499781.62,276.14227541204616,True
80303,8,2024-01-01,Apartment,35,529.26,"$151,756.68",Available,,151756.68,286.73370366171633,False
80307,8,2024-01-01,Apartment,36,673.86,"$212,527.02",Sold,C1235,212527.02,315.38749888700914,True
80312,8,2024-01-01,Apartment,36,673.86,"$204,867.41",Sold,C0848,204867.41,304.02073130917404,True
80327,8,2024-01-01,Apartment,37,890.65,"$276,605.41",Sold,C0942,276605.41,310.56577780272835,True
80339,8,2024-01-01,Apartment,37,890.65,"$195,943.00",Sold,C1940,195943.0,220.0,True
80378,8,2024-01-01,Office,45,1185.72,"$342,306.80",Available,,342306.8,288.69109064534626,False
80379,8,2024-01-01,Apartment,45,1185.72,"$364,629.72",Sold,C1844,364629.72,307.5175589515231,True
80396,8,2024-01-01,Apartment,46,1175.51,"$296,772.64",Sold,C0863,296772.64,252.46287994147224,True
80402,8,2024-01-01,Apartment,46,1175.51,"$283,442.68",Sold,C1556,283442.68,241.12315505610331,True
80418,8,2024-01-01,Apartment,48,480.99,"$140,920.90",Sold,C0071,140920.9,292.980935154577,True
80450,8,2024-01-01,Apartment,53,1891.72,"$543,193.60",Sold,C0806,543193.6,287.14270610872643,True
80456,8,2024-01-01,Apartment,54,1699.02,"$543,500.27",Sold,C1880,543500.27,319.89044861155253,True
80457,8,2024-01-01,Apartment,54,1699.02,"$503,618.69",Sold,C0998,503618.69,296.41716401219526,True
80462,8,2024-01-01,Apartment,55,1300.05,"$369,856.38",Available,,369856.38,284.49396561670704,False
80465,8,2024-01-01,Apartment,55,1300.05,"$484,614.30",Sold,C1834,484614.3,372.7658936194762,True
80468,8,2024-01-01,Apartment,55,1300.05,"$434,169.98",Sold,C0436,434169.98,333.9640629206569,True
80469,8,2024-01-01,Office,55,1300.05,"$488,331.39",Sold,C0141,488331.39,375.6250836506288,True
80476,8,2024-01-01,Apartment,56,1874.7,"$526,682.25",Sold,C0570,526682.25,280.94215074411903,True
80484,8,2024-01-01,Apartment,56,1874.7,"$726,903.51",Sold,C1673,726903.51,387.74391102576413,True
80491,8,2024-01-01,Apartment,57,1949.35,"$609,563.43",Available,,609563.43,312.7008643906944,False
90042,9,2024-01-01,Apartment,8,1315.55,"$455,857.85",Available,,455857.85,346.5150317357759,False
90065,9,2024-01-01,Apartment,11,559.6,"$184,748.10",Available,,184748.1,330.1431379556826,False
90068,9,2024-01-01,Apartment,12,952.38,"$306,226.35",Sold,C0272,306226.35,321.537989037989,True
90094,9,2024-01-01,Office,16,924.6,"$238,207.62",Sold,C1485,238207.62,257.63316028552885,True
90129,9,2024-01-01,Apartment,20,1664.76,"$467,860.91",Sold,C0866,467860.91,281.038053533242,True
90145,9,2024-01-01,Apartment,22,1115.88,"$352,235.90",Sold,C0694,352235.9,315.657507975768,True
90157,9,2024-01-01,Apartment,24,914.61,"$261,048.14",Sold,C0191,261048.14,285.4201681591061,True
90166,9,2024-01-01,Apartment,26,1038.39,"$309,260.78",Sold,C0466,309260.78,297.82719402151406,True
90172,9,2024-01-01,Apartment,26,1038.39,"$289,396.65",Available,,289396.65,278.6974547135469,False
90178,9,2024-01-01,Apartment,27,1207.33,"$381,557.37",Available,,381557.37,316.0340337770121,False
90184,9,2024-01-01,Office,27,1207.33,"$380,937.24",Sold,C0084,380937.24,315.5203962462624,True
90186,9,2024-01-01,Apartment,27,1207.33,"$355,852.39",Sold,C0201,355852.39,294.743268203391,True
90195,9,2024-01-01,Apartment,29,1426.22,"$426,817.45",Available,,426817.45,299.26480486881405,False
90198,9,2024-01-01,Apartment,29,1426.22,"$353,758.33",Sold,C1814,353758.33,248.0391033641374,True
90226,9,2024-01-01,Apartment,33,973.52,"$286,269.59",Sold,C0109,286269.59,294.05619812638673,True
90240,9,2024-01-01,Apartment,34,1577.36,"$411,333.06",Sold,C1361,411333.06,260.77310189176853,True
90260,9,2024-01-01,Apartment,34,1577.36,"$455,434.65",Available,,455434.65,288.7322171222803,False
90276,9,2024-01-01,Apartment,35,1376.88,"$366,792.19",Sold,C0767,366792.19,266.39372349079076,True
90359,9,2024-01-01,Apartment,42,605.78,"$197,381.31",Sold,C1884,197381.31,325.83002079963023,True
90376,9,2024-01-01,Apartment,44,1351.57,"$364,019.33",Available,,364019.33,269.3307264884542,False
90396,9,2024-01-01,Apartment,47,1262.78,"$383,070.84",Sold,C1268,383070.84,303.3551687546525,True
90427,9,2024-01-01,Apartment,53,599.72,"$178,627.91",Sold,C0276,178627.91,297.8521810178083,True
90428,9,2024-01-01,Apartment,54,1693.18,"$500,160.52",Sold,C1245,500160.52,295.3971343861846,True
90430,9,2024-01-01,Apartment,54,1693.18,"$555,003.81",Sold,C1267,555003.81,327.78783708761034,True
90440,9,2024-01-01,Apartment,56,1516.4,"$453,127.52",Sold,C1070,453127.52,298.81793721973094,True
90444,9,2024-01-01,Apartment,56,1516.4,"$429,681.10",Available,,429681.1,283.356040622527,False
90488,9,2024-01-01,Apartment,58,838.34,"$195,149.33",Available,,195149.33,232.78064985566712,False
90501,9,2024-01-01,Apartment,58,838.34,"$236,365.70",Sold,C1345,236365.7,281.9449149509745,True
90511,9,2024-01-01,Apartment,58,838.34,"$191,641.45",Sold,C1952,191641.45,228.59633322995444,True
100053,10,2024-01-01,Apartment,5,1741.96,"$500,277.62",Sold,C0822,500277.62,287.1923695147994,True
100077,10,2024-01-01,Apartment,9,1849.4,"$539,103.37",Sold,C0224,539103.37,291.5017681410187,True
100086,10,2024-01-01,Apartment,11,1675.44,"$521,136.09",Sold,C1068,521136.09,311.04431671680277,True
100110,10,2024-01-01,Apartment,14,1318.01,"$344,813.48",Sold,C1458,344813.48,261.61674038891965,True
100139,10,2024-01-01,Apartment,18,1244.03,"$349,877.50",Sold,C0876,349877.5,281.2452272051317,True
100145,10,2024-01-01,Apartment,19,948.04,"$337,939.26",Available,,337939.26,356.4609721108814,False
100154,10,2024-01-01,Apartment,19,948.04,"$246,873.77",Available,,246873.77,260.40438167165945,False
100170,10,2024-01-01,Apartment,22,1116.68,"$330,051.37",Available,,330051.37,295.56486191209655,False
100217,10,2024-01-01,Apartment,27,777.35,"$225,796.07",Sold,C0206,225796.07,290.468990802084,True
100230,10,2024-01-01,Apartment,28,1606.58,"$532,017.08",Sold,C0878,532017.08,331.14882545531503,True
100231,10,2024-01-01,Apartment,28,1606.58,"$425,307.32",Available,,425307.32,264.7283795391453,False
100260,10,2024-01-01,Office,31,1499.0,"$449,151.55",Sold,C0568,449151.55,299.634122748499,True
100311,10,2024-01-01,Apartment,37,1177.85,"$413,750.47",Sold,C1776,413750.47,351.27602835675174,True
100318,10,2024-01-01,Apartment,38,476.64,"$159,970.07",Sold,C0938,159970.07,335.6203214165828,True
100319,10,2024-01-01,Apartment,38,476.64,"$143,209.81",Sold,C1301,143209.81,300.4569696206781,True
100320,10,2024-01-01,Apartment,38,476.64,"$156,338.43",Sold,C0797,156338.43,328.0010699899295,True
100327,10,2024-01-01,Apartment,39,1188.51,"$335,208.16",Available,,335208.16,282.04067277515543,False
100330,10,2024-01-01,Apartment,39,1188.51,"$365,737.57",Available,,365737.57,307.7278020378457,False
100340,10,2024-01-01,Apartment,41,1750.64,"$555,908.57",Available,,555908.57,317.54590892473607,False
100355,10,2024-01-01,Apartment,43,1093.67,"$366,202.32",Sold,C0520,366202.32,334.8380407252645,True
100366,10,2024-01-01,Apartment,43,1093.67,"$338,104.13",Sold,C0869,338104.13,309.14638785008276,True
100374,10,2024-01-01,Apartment,43,1093.67,"$307,958.64",Sold,C1984,307958.64,281.58278091197525,True
100375,10,2024-01-01,Apartment,44,1224.71,"$332,253.48",Sold,C0772,332253.48,271.29155473540675,True
100392,10,2024-01-01,Apartment,45,1119.1,"$284,280.68",Sold,C1530,284280.68,254.02616388169065,True
100406,10,2024-01-01,Office,47,1047.27,"$289,433.18",Available,,289433.18,276.3692075587002,False
110009,11,2024-01-01,Apartment,1,1902.88,"$623,754.36",Sold,C0274,623754.36,327.7949003615572,True
110049,11,2024-01-01,Apartment,6,1724.08,"$576,648.23",Available,,576648.23,334.46721149830637,False
110054,11,2024-01-01,Apartment,6,1724.08,"$501,939.76",Sold,C0594,501939.76,291.13484293072247,True
110061,11,2024-01-01,Apartment,7,1734.79,"$512,135.16",Sold,C0642,512135.16,295.2144985848431,True
110100,11,2024-01-01,Apartment,11,1581.88,"$508,552.39",Sold,C1878,508552.39,321.4860735327585,True
110130,11,2024-01-01,Apartment,14,524.68,"$136,179.62",Sold,C0207,136179.62,259.54795303804224,True
110173,11,2024-01-01,Apartment,18,1562.55,"$470,855.22",Available,,470855.22,301.3376979936642,False
110200,11,2024-01-01,Apartment,23,1098.83,"$324,271.22",Sold,C0769,324271.22,295.1059035519598,True
110205,11,2024-01-01,Apartment,24,1481.82,"$460,231.54",Sold,C0985,460231.54,310.58532075420766,True
